"62","AutomaticEarth.com","unreliable",NULL,NULL,"links to MSM sources and unreliable sources"
"63","automotostar.com","clickbait",NULL,NULL,NULL
"64","awarenessact.com","conspiracy","junksci",NULL,NULL
"65","awazetribune.com","satire",NULL,NULL,NULL
"66","awdnews.com","conspiracy",NULL,NULL,"twitter account deleted?"
"67","awm.com","unreliable","bias","clickbait",NULL
"68","BadSquad.com","unknown",NULL,NULL,"website down"
"69","band.uol.com.br","reliable",NULL,NULL,NULL
"70","baptistnews.com","political",NULL,NULL,"circulates generally reliable information from a p.o.v. but not at the expense of informational integrity"
"71","barenakedislam.com","hate",NULL,NULL,NULL
"72","BB4SP.com","conpiracy","bias","bias",NULL
"73","bbc.co.uk","reliable",NULL,NULL,NULL
"74","bbc.com","bias",,,NULL
"75","bcharts.net","bias",NULL,NULL,NULL
"76","beehivebugle.com","satire",NULL,NULL,NULL
"77","beforeitsnews.com","fake","conspiracy","rumor",NULL
"78","beneditinos.org.br","bias",NULL,NULL,"Religious website"
"79","betootaadvocate.com","satire",NULL,NULL,NULL
"80","bients.com","clickbait",NULL,NULL,NULL
"81","bigamericannews.com","satire","fake",NULL,NULL
"82","bigbluedimension.com","rumor","bias",NULL,NULL
"83","bigbluevision.com","hate",NULL,NULL,NULL
"84","bigbluevision.org","clickbait","bias",NULL,NULL
"85","bighairynews.com","fake","conspiracy",NULL,NULL
"86","bignuggetnews.com","bias","rumor",NULL,NULL
"87","bigpzone.com",NULL,NULL,NULL,"redirects to http://therundownlive.com/ (MZ 12/2)"
"88","bipartisanreport.com","clickbait","bias",NULL,NULL
"89","blackagendareport.com","unreliable",NULL,NULL,"anon submissions"
"90","blackgenocide.org","conspiracy","bias","hate",NULL
"91","blacklistednews.com","clickbait","unreliable",NULL,NULL
"92","bloco01.com.br","reliable","bias",NULL,NULL
"93","blog.correios.com.br","reliable",NULL,NULL,NULL
"94","blogdocontra.com.br","bias",NULL,NULL,NULL
"95","blogs.lance.com.br","reliable",NULL,NULL,NULL
"96","blogs.ne10.uol.com.br","political","bias",NULL,NULL
"97","bloodandsoil.org","hate","fake",NULL,NULL
"98","bloomberg.com","reliable",NULL,NULL,NULL
"99","bluenationreview.com","clickbait","unreliable",NULL,NULL
"100","boatos.org","unreliable","rumor",NULL,NULL
"101","Boilingfrogspost.com","unreliable",NULL,NULL,"links to natural news, blacklist news, some conspiracy sites"
"102","borowitzreport.com","satire",NULL,NULL,NULL
"103","bostonleader.com","fake",NULL,NULL,NULL
"104","br.ign.com","reliable",NULL,NULL,NULL
"105","br.radiovaticana.va","bias",NULL,NULL,NULL
"106","brasil.estadao.com.br","reliable",NULL,NULL,NULL
"107","breaking911.com","clickbait","unreliable",NULL,NULL
"108","breakpoint.org","unreliable",NULL,NULL,NULL
"109","breitbart.com","political","unreliable","bias",NULL
"110","BrotherJohnF.com","bias","conspiracy",NULL,NULL
"111","BullionBullsCanada.com","conspiracy",NULL,NULL,"""The """"one"""" bank"""
"112","burrardstreetjournal.com","satire",NULL,NULL,NULL
"113","businessinsider.com","reliable",NULL,NULL,NULL
"114","buzzfeedusa.com","fake","rumor",NULL,NULL
"115","bvanews.com","unreliable","bias","fake","seems like a combination of totally fake and unreliable reports of 'real' news"
"116","callthecops.net","satire",NULL,NULL,NULL
"117","canadafreepress.com","conspiracy","bias",NULL,NULL
"118","cap-news.com","fake",NULL,NULL,NULL
"119","cato.org/blog","political","credible",NULL,NULL
"120","cbc.ca","bias",NULL,NULL,NULL
"121","cbsnews.com.co","fake",NULL,NULL,NULL
"122","celebtricity.com","satire",NULL,NULL,NULL
"123","centerforsecuritypolicy.org","bias","conspiracy",NULL,"http://www.bbc.com/news/world-us-canada-35037943"
"124","ceticismopolitico.com","fake",NULL,NULL,NULL
"125","channel-7-news.com","fake",NULL,NULL,NULL
"126","charismanews.com","bias",NULL,NULL,"""minimal factual reporting despite being """"news'"""
"127","chaser.com.au","satire",NULL,NULL,NULL
"128","checkoutthehealthyworld.com","junksci","clickbait",NULL,NULL
"129","chicagotribune.com","reliable",NULL,NULL,NULL
"130","chicksontheright.com","clickbait","bias",NULL,NULL
"131","christianfightback.com","hate","bias",NULL,NULL
"132","christianpost.com","credible","political",NULL,NULL
"133","christiantimesnewspaper.com","rumor","bias","fake","https://www.nytimes.com/2017/01/18/us/fake-news-hillary-clinton-cameron-harris.html?_r=1&mtrref=t.co&gwh=1CC9755BA757D7782D8A46A6F6FBF22E&gwt=pay"
"134","christwire.org","satire",NULL,NULL,NULL
"135","chronicle.su","satire",NULL,NULL,NULL
"136","chroniclesmagazine.org","political",NULL,NULL,"from what I gather, like the opposite of Jacobin (paleoconservative)"
"137","cinemacomrapadura.com.br","reliable",NULL,NULL,NULL
"138","citizen.go","bias",NULL,NULL,NULL
"139","citizengo.org","unreliable","bias","political",NULL
"140","citizensunited.org","bias",NULL,NULL,"loaded language etc."
"141","city-journal.org","political",NULL,NULL,NULL
"142","cityworldnews.com","fake",NULL,NULL,NULL
"143","civictribune.com","fake",NULL,NULL,NULL
"144","clashdaily.com","fake","conspiracy","bias",NULL
"145","clickhole.com","satire",NULL,NULL,NULL
"146","cnbc.com","bias",,,NULL
"147","cnn.com","reliable",NULL,NULL,NULL
"148","cnnnext.com","unreliable",NULL,NULL,"basically an RT video channel"
"149","CNSNews.com","unreliable","bias",NULL,"The news arm of Media Research Center (a conservative org that is frequently criticized for use of selective evidence)"
"150","coasttocoastam.com","unreliable",NULL,NULL,NULL
"151","collective-evolution.com","junksci",NULL,NULL,NULL
"152","collectivelyconscious.net","junksci","conspiracy",NULL,NULL
"153","ComingDepression.com","unknown",NULL,NULL,"website empty"
"154","commentarymagazine.com","political",NULL,NULL,NULL
"155","commondreams.org","political","clickbait",NULL,NULL
"156","concisepolitics.com","conspiracy","hate",NULL,NULL
"157","consciouslifenews.com","junksci",NULL,NULL,NULL
"158","conservadorismodobrasil.com.br","fake","bias","hate",NULL
"159","conservapedia.com","bias",NULL,NULL,NULL
"160","conservativebyte.com","fake","bias",NULL,NULL
"161","conservativedailypost.com","fake","unreliable",NULL,"This website is a weird mix of outright fake news and some stuff that looks more credible."
"162","conservativefiringline.com","bias","conspiracy","clickbait",NULL
"163","conservativefrontline.com","unknown",NULL,NULL,"website down"
"164","conservativeheadlines.com","unknown",NULL,NULL,"website down"
"165","conservativehq.com","bias",NULL,NULL,"http://conservativehq.com/article/24945-f-bomb-opposition-president-trump"
"166","conservativeinfidel.com","fake","conspiracy",NULL,NULL
"167","conservativeoutfitters.com","unreliable","clickbait",NULL,NULL
"168","conservativepapers.com","bias",NULL,NULL,"incorrect/uncited data, citing other sources labeled as bias"
"169","conservativerefocus.com","conspiracy",NULL,NULL,NULL
"170","conservativereview.com","political",NULL,NULL,NULL
"171","conservativespirit.com","bias",NULL,NULL,NULL
"172","conservativestate.com","bias",NULL,NULL,"links to other borderline fake, but mostly just propagandistic websites"
"173","conservativetribune.com","bias","conspiracy","unreliable",NULL
"174","consortiumnews.com","credible",NULL,NULL,"The authors on this website are pretty credible and the articles appear well researched"
"175","conspiracyplanet.com","conspiracy",NULL,NULL,NULL
"176","conspiracywire.com","conspiracy",NULL,NULL,NULL
"177","corbettreport.com","conspiracy",NULL,NULL,NULL
"178","correiobraziliense.com.br","reliable",NULL,NULL,NULL
"179","correiodopoder.com","fake",NULL,NULL,NULL
"180","correios.com.br","reliable",NULL,NULL,NULL
"181","countdowntozerotime.com","conspiracy",NULL,NULL,NULL
"182","countercurrentnews.com","bias",NULL,NULL,NULL
"183","countercurrents.org","political","unreliable",NULL,"This site is pretty explicit about it's p.o.v. and is coming from a political perspective but doesn't fit under how we are defining 'bias'"
"184","counterinformation.wordpress.com","political",NULL,NULL,NULL
"185","counterjihad.com","bias",NULL,NULL,NULL
"186","counterpsyops.com","conspiracy",NULL,NULL,NULL
"187","counterpunch.com","political",NULL,NULL,"explicit POV - legit authors"
"188","counterpunch.org","political",NULL,NULL,"explicit POV - legit authors"
"189","cowgernation.com","bias","conspiracy",NULL,NULL
"190","creambmp.com","satire","fake",NULL,NULL
"191","criticanacional.com.br","bias","unreliable",NULL,NULL
"192","criticapolitica.org","fake",NULL,NULL,NULL
"193","cryptogon.com","conspiracy","unreliable",NULL,"copy-pasted commentary from various news & 'news' sources"
"194","crystalair.com","satire",NULL,NULL,"redirects to http://www.cap-news.com/"
"195","cultura.estadao.com.br","reliable",NULL,NULL,NULL
"196","dailybuzzlive.com","fake",NULL,NULL,NULL
"197","dailycaller.com","political","clickbait","bias","a weird mix of info. they link to extremely biased sites (as sources) and more credible/balanced sources"
"198","dailycurrant.com","satire",NULL,NULL,NULL
"199","dailydiscord.com","satire",NULL,NULL,NULL
"200","dailyheadlines.com","fake",NULL,NULL,NULL
"201","dailyheadlines.net","fake",NULL,NULL,NULL
"202","dailyken.com","hate",NULL,NULL,NULL
"203","dailykos.com","political","clickbait","credible",NULL
"204","dailyleak.org","parody","fake",NULL,NULL
"205","dailymail.co.uk","fake","clickbait",NULL,NULL
"206","dailynewsbin.com","bias","clickbait",NULL,NULL
"207","dailynewspolitic.com","unknown",NULL,NULL,"domain for sale"
"208","dailyoccupation.com","conspiracy","bias",NULL,NULL
"209","dailypolitics.info","unknown",NULL,NULL,"website now down"
"210","dailypoliticsusa.com","bias",NULL,NULL,NULL
"211","dailysignal.com","bias",NULL,NULL,NULL
"212","dailysquib.co.uk","satire",NULL,NULL,NULL
"213","dailystormer.com","hate","conspiracy","bias","pretty well known neo-nazi site"
"214","dailytelegraph.com.au","bias","rumor",NULL,"australian tabloid mag"
"215","dailywire.com","bias",NULL,NULL,NULL
"216","dandygoat.com","satire",NULL,NULL,NULL
"217","darkmoon.me","hate","bias",NULL,NULL
"218","darkpolitricks.com","bias","conspiracy",NULL,NULL
"219","dataasylum.com","conspiracy","junksci",NULL,NULL
"220","DaveJanda.com","unreliable",NULL,NULL,NULL
"221","davidduke.com","hate",NULL,NULL,NULL
"222","davidstockmanscontracorner.com","political",NULL,NULL,NULL
"223","davidwolfe.com","conspiracy",NULL,NULL,NULL
"224","dcclothesline.com","conspiracy","junkscience",NULL,NULL
"225","dcgazette.com","fake",NULL,NULL,NULL
"226","dcleaks.com","unreliable",NULL,NULL,NULL
"227","deadline.com","reliable",NULL,NULL,NULL
"228","DeadLineLive.info","political","conspiracy",NULL,NULL
"229","DeadlyClear.wordpress.com","unknown",NULL,NULL,"personal blog that comments on news stories and blog posts"
"230","debunkingskeptics.com","unknown",NULL,NULL,"website down"
"231","defamer.gawker.com","rumor",NULL,NULL,NULL
"232","defenddemocracy.press","bias","political",NULL,"editorial board as stated on about us seem to be legitimate academics, and originally authored content byline are academics, although not able to find a clear link between edu pages and these authors' work on this website. Many 3rd party articles are linked, sources provided. These articles are aggregated from other more clearly biased sites i.e. world socialist web site (wswg.org), rt.com, sputniknews.com."
"233","delectabledietofpics.net","unknown",NULL,NULL,"website now down"
"234","dennismichaellynch.com","political",NULL,NULL,NULL
"235","denverguardian.com","fake",NULL,NULL,NULL
"236","departed.co","fake",NULL,NULL,"redircts to dcposts.com"
"237","derfmagazine.com","satire",NULL,NULL,NULL
"238","der-postillon.com","satire",NULL,NULL,"German language site"
"239","diariodepernambuco.com.br","reliable",NULL,NULL,NULL
"240","diariodobrasil.org","fake",NULL,NULL,NULL
"241","diariodocentrodomundo.com.br","unreliable","bias",NULL,NULL
"242","dineal.com","junksci",NULL,NULL,NULL
"243","disclose.tv","satire","conspiracy",NULL,NULL
"244","disclosuremedia.net","conspiracy",NULL,NULL,NULL
"245","dissentmagazine.org","political",NULL,NULL,NULL
"246","diversitychronicle.wordpress.com","satire",NULL,NULL,"self-labled: https://diversitychronicle.wordpress.com/disclaimer/"
"247","doctorwhobrasil.com.br","satire",NULL,NULL,NULL
"248","DollarVigilante.com","bias",NULL,NULL,"anarcho-capitalist blog"
"249","donaldtrumpnews.co","fake",NULL,NULL,NULL
"250","dontpaniconline.com","satire",NULL,NULL,NULL
"251","Dont-Tread-On.Me","conspiracy",NULL,NULL,"doesn't seem to be updating anymore"
"252","downtrend.com","fake","satire",NULL,NULL
"253","DProgram.net","unknown",NULL,NULL,"website down"
"254","drudgereport.com","political","bias",NULL,NULL
"255","drudgereport.com.co","fake",NULL,NULL,NULL
"256","duffleblog.com","satire",NULL,NULL,NULL
"257","duhprogressive.com","satire",NULL,NULL,NULL
"258","Dutchsinse.com","conspiracy",NULL,NULL,"weather control"
"259","dw.com","bias",,,NULL
"260","EagleRising.com","bias","clickbait",NULL,NULL
"261","EbolaHoax.com","conspiracy",NULL,NULL,"domain for sale"
"262","economicnoise.com","political","unreliable",NULL,"sites some problematic sources, like CNS news"
"263","ecowatch.com","political",NULL,NULL,"this site claims junksci, but I read over a dozen articles w/o finding any. probably should re-check soon https://mediabiasfactcheck.com/ecowatch/"
"264","edition.cnn.com","reliable",NULL,NULL,"I'm putting as reliable, even though the source has its problems"
"265","educateinspirechange.org/health","clickbait","junksci",NULL,NULL
"266","educate-yourself.org","conspiracy","junksci",NULL,NULL
"267","electionnightgatekeepers.com","conspiracy","unreliable",NULL,NULL
"268","elelephantintheroom.blogspot.com","bias",NULL,NULL,NULL
"269","elitereaders.com","clickbait",NULL,NULL,NULL
"270","elkoshary.com","satire",NULL,NULL,"About Me notes that it's not fake/satirical news"
"271","elmundotoday.com","satire",NULL,NULL,"About Me notes that it's not fake/satirical news"
"272","elpais.com","bias",NULL,NULL,NULL
"273","embols.com","fake",NULL,NULL,NULL
"274","empireherald.com","fake","satire",NULL,NULL
"275","empirenews.net","fake","satire",NULL,NULL
"276","empiresports.co","satire",NULL,NULL,"About Me notes that it's not fake/satirical news"
"277","Emptywheel.net","political",NULL,NULL,"commentary on current events/news"
"278","enabon.com","fake",NULL,NULL,"No authors, no contact, just copy/pasted from other questionable sites"
"279","endingthefed.com","bias",NULL,NULL,NULL
"280","endoftheamericandream.com","unknown",NULL,NULL,"website down"
"281","endtime.com","unknown",NULL,NULL,"Not sure about this one. zany religious prophecy/not really conspiracy"
"282","enduringvision.com","fake",NULL,NULL,NULL
"283","english.ruvr.ru","unknown",NULL,NULL,"redirects to https://sputniknews.com/"
"284","esporte.band.uol.com.br","reliable",NULL,NULL,NULL
"285","estadao.com.br","reliable",NULL,NULL,NULL
"286","estagiario.portaldoholanda.com.br","fake",NULL,NULL,NULL
"287","EUTimes.net","hate","conspiracy",NULL,NULL
"288","eutopia.buzz","fake","satire","conspiracy",NULL
"289","everydayfeminism.com","bias","unreliable",NULL,NULL
"290","everydayworldnews.com","unknown",NULL,NULL,"website down"
"291","everythingnewdaily.com","unknown",NULL,NULL,"website down"
"292","ewao.com","junksci",NULL,NULL,NULL
"293","exame.abril.com.br","reliable",NULL,NULL,NULL
"294","ExperimentalVaccines.org","junksci","conspiracy",NULL,NULL
"295","Expose1933.com","conspiracy","hate",NULL,"""references to """"white genocide"""" and """"race mixing"""""""
"296","express.co.uk","unreliable","bias","rumor",NULL
"297","extra.globo.com","bias",NULL,NULL,NULL
"298","extraclubmagazine.com","bias","clickbait","fake","vacillates between outright fake and misleading stories"
"299","eyeopening.info","conspiracy","junksci",NULL,NULL
"300","fakingnews.com","fake","satire",NULL,"fiction disclaimer on bottom of home screen"
"301","familysecuritymatters.org","conspiracy","bias",NULL,NULL
"302","fantasticword.com","unknown",NULL,NULL,"website down?"
"303","FarmWars.info","unknown",NULL,NULL,NULL
"304","fatosdesconhecidos.com.br","unreliable","junksci",NULL,NULL
"305","federalistpress.com","bias",NULL,NULL,NULL
"306","fellowshipoftheminds.com","conspiracy","junksci",NULL,NULL
"307","filmsforaction.org","political",NULL,NULL,NULL
"308","FinancialSurvivalNetwork.com","unreliable","bias",NULL,NULL
"309","firearmscoalition.org","unknown",NULL,NULL,NULL
"310","floridasunpost.com","fake","satirical",NULL,"I concur: http://mashable.com/2016/10/03/fake-news-story-man-marries-granddaughter/#QvpAzP.e8Oqb"
"311","flyheight.com","unknown",NULL,NULL,"aggregator of actual and potentially altered videos"
"312","fmobserver.com","satire",NULL,NULL,NULL
"313","foda-seoestado.com","political","bias","unreliable",NULL
"314","fognews.ru","satire",NULL,NULL,"site contains satire disclaimer"
"315","folha.uol.com.br","reliable",NULL,NULL,NULL
"316","folhadopovo.com","fake",NULL,NULL,NULL
"317","folhapolitica.org","fake",NULL,NULL,NULL
"318","foodbabe.com","junksci",NULL,NULL,NULL
"319","foreignpolicyjournal.com","political",NULL,NULL,"legit source coming from a political perspective"
"320","fort-russ.com","unknown",NULL,NULL,"website down"
"321","fourwinds10.net","conspiracy","junksci",NULL,NULL
"322","foxnews.com","bias","unreliable",NULL,NULL
"323","foxnewsbrasil.com","fake",NULL,NULL,NULL
"324","fprnradio.com","conspiracy","fake",NULL,NULL
"325","france24.com","bias",NULL,NULL,NULL
"326","freakoutnation.com","bias",NULL,NULL,NULL
"327","FreeBeacon.com","bias",NULL,NULL,NULL
"328","freedomdaily.com","fake",NULL,NULL,NULL
"329","FreedomForceInternational.com","conspiracy",NULL,NULL,"global warming denial"
"330","freedomoutpost.com","conspiracy","bias",NULL,NULL
"331","FreedomsPhoenix.com","bias","conspiracy",NULL,NULL
"332","freedomworks.org","political",NULL,NULL,NULL
"333","freedomworldnews.com","bias","unreliable",NULL,NULL
"334","freepatriot.org","satire",NULL,NULL,"site contains satire disclaimer"
"335","freewoodpost.com","satire",NULL,NULL,NULL
"336","frentepelaliberdade.com.br","bias","unreliable",NULL,NULL
"337","fridaymash.com","satire",NULL,NULL,NULL
"338","fromthetrenchesworldreport.com","conspiracy","junksci","bias",NULL
"339","frontpagemag.com","bias","hate",NULL,"Part of David Horowitz' Freedom Center"
"340","fudzilla.com","reliable",NULL,NULL,NULL
"341","fusion.net","political","credible",NULL,"website contains some satire"
"342","g1.globo.com","reliable",NULL,NULL,NULL
"343","gaia.com","conspiracy","junksci",NULL,NULL
"344","galacticconnection.com","junksci",NULL,NULL,NULL
"345","galeriadometeorito.com","unreliable",NULL,NULL,NULL
"346","gangstergovernment.com","conspiracy","bias",NULL,NULL
"347","gatesofvienna.net","hate","conspiracy",NULL,NULL
"348","gawker.com","rumor","conspiracy",NULL,NULL
"349","gazetadopovo.com.br","bias","unreliable",NULL,NULL
"350","gazetasocial.com","fake",NULL,NULL,NULL
"351","geoengineeringwatch.org","junksci","conspiracy",NULL,NULL
"352","geopolmonitor.com","political",NULL,NULL,"this website is tricky (in terms of writers using some interesting frames/language). def could use a second analysis."
"353","gizmodo.uol.com.br","reliable",NULL,NULL,NULL
"354","glaringhypocrisy.com","hate","conspiracy",NULL,"""references to """"Jew World Order"""""""
"355","GlobalEconomicAnalysis.com","unknown",NULL,NULL,"website down 1/27"
"356","globalnews.ca","bias",NULL,NULL,NULL
"357","globalresearch.ca","conspiracy",NULL,NULL,NULL
"358","globo.com","reliable",NULL,NULL,NULL
"359","glossynews.com","satire",NULL,NULL,NULL
"360","godlikeproductions.com","conspiracy",NULL,NULL,NULL
"361","gomerblog.com","satire",NULL,NULL,"site contains satire disclaimer"
"362","goneleft.com","fake",NULL,NULL,NULL
"363","GonzaloLira.Blogspot.com","unknown",NULL,NULL,"blog is invite only"
"364","gopthedailydose.com","fake","conspiracy","bias",NULL
"365","govtslaves.info","conspiracy",NULL,NULL,NULL
"366","greanvillepost.com","conspiracy",NULL,NULL,NULL
"367","GreenMedInfo.com","junksci",NULL,NULL,NULL
"368","guardianlv.com","political",NULL,NULL,NULL
"369","guccifer2.wordpress.com","unreliable",NULL,NULL,NULL
"370","gulagbound.com","bias",NULL,NULL,NULL
"371","hangthebankers.com","conspiracy",NULL,NULL,NULL
"372","healthimpactnews.com","junksci","bias",NULL,NULL
"373","healthnutnews.com","junksci",NULL,NULL,NULL
"374","healthy-holistic-living.com","junksci","clickbait",NULL,NULL
"375","heartland.org","bias",NULL,NULL,"http://www.sourcewatch.org/index.php/Heartland_Institute"
"376","heatst.com","clickbait","bias",NULL,NULL
"377","henrymakow.com","conspiracy",NULL,NULL,NULL
"378","heresyblog.net","bias","conspiracy","rumor",NULL
"379","hltv.org","reliable",NULL,NULL,NULL
"380","hollywoodreporter.com","reliable",NULL,NULL,NULL
"381","holyobserver.com","satire",NULL,NULL,NULL
"382","homemeterno.com","bias",NULL,NULL,NULL
"383","huffpostbrasil.com","reliable",NULL,NULL,NULL
"384","humansarefree.com","conspiracy",NULL,NULL,NULL
"385","humortimes.com","satire",NULL,NULL,NULL
"386","huzlers.com","satire",NULL,NULL,NULL
"387","ifyouonlynews.com","unreliable","satire",NULL,NULL
"388","ign.com","reliable",NULL,NULL,NULL
"389","ihavethetruth.com","bias","clickbait","fake",NULL
"390","ijr.com","bias","unreliable",NULL,NULL
"391","ilisp.org","bias",,,NULL
"392","ilovemyfreedom.org","bias","clickbait",NULL,NULL
"393","immediatesafety.org","fake",NULL,NULL,"https://immediatesafety.org/dnc-to-hand-debbie-wasserman-schultz-over-to-isis-for-beheadding/"
"394","implicante.org","fake",NULL,NULL,NULL
"395","imprensaviva.com","clickbait","fake","political",NULL
"396","in5d.com","junksci",NULL,NULL,NULL
"397","indiaarising.com","clickbait","unreliable",NULL,NULL
"398","informationclearinghouse.info","conspiracy","unreliable",NULL,NULL
"399","informetoday.com","bias","unreliable",NULL,NULL
"400","infostormer.com","fake","hate","conspiracy",NULL
"401","infowars.com","conspiracy","bias","political",NULL
"402","instaworldnews.com","bias",NULL,NULL,NULL
"403","institutoatorol.com","bias",NULL,NULL,NULL
"404","institutoborborema.com","bias",NULL,NULL,NULL
"405","intellihub.com","conspiracy","unreliable",NULL,NULL
"406","intrendtoday.com","fake","clickbait",NULL,NULL
"407","intrepidreport.com","bias",NULL,NULL,NULL
"408","investmentresearchdynamics.com","conspiracy",NULL,NULL,NULL
"409","investmentwatchblog.com","bias","fake",NULL,NULL
"410","ipco.org.br","bias","unreliable","junksci",NULL
"411","ironictimes.com","satire",NULL,NULL,NULL
"412","islamicanews.com","satire",NULL,NULL,NULL
"413","itaglive.com","fake",NULL,NULL,NULL
"414","ItMakesSenseBlog.com","fake",NULL,NULL,NULL
"415","iwanttoexplore.com","fake",NULL,NULL,"mostly turned back into car website"
"416","jackpineradicals.com","political",NULL,NULL,"left wing discussion site"
"417","jacobinmag.com","political",NULL,NULL,NULL
"418","jamesrgrangerjr.com","bias",NULL,NULL,NULL
"419","jconline.ne10.uol.com.br","reliable",NULL,NULL,NULL
"420","jesus-is-savior.com","conspiracy",NULL,NULL,NULL
"421","jewsnews.co.il","unreliable","bias","clickbait",NULL
"422","johnnyrobish.com","satire",NULL,NULL,NULL
"423","jonesreport.com","conspiracy",NULL,NULL,NULL
"424","jornaldacidadeonline.com.br","bias",NULL,NULL,NULL
"425","jornalivre.com","fake","bias",,NULL
"426","jornalnacao.com","bias",NULL,NULL,NULL
"427","joselitomuller.com","satire","fake",NULL,NULL
"428","journal-neo.org","bias",NULL,NULL,NULL
"429","jovemnerd.com.br","reliable",NULL,NULL,NULL
"430","katehon.com","bias",NULL,NULL,NULL
"431","katehon.org","unknown",NULL,NULL,"russian version of katehon.com? (I think so, but i can't get a read on this one- mz)"
"432","lance.com.br","reliable",NULL,NULL,NULL
"433","landoverbaptist.org","satire",NULL,NULL,NULL
"434","leadership.ng","reliable",NULL,NULL,NULL
"435","learnprogress.org","fake","bias",NULL,"http://www.learnprogress.org/white-house-website-sell-jewelry/"
"436","legorafi.fr","unknown",NULL,NULL,"in French"
"437","lewrockwell.com","bias","unreliable",NULL,NULL
"438","liberalamerica.org","clickbait","bias",NULL,NULL
"439","liberalbias.com","satire",NULL,NULL,NULL
"440","liberaldarkness.com","satire","fake",NULL,NULL
"441","libertyblitzkrieg.com","fake",NULL,NULL,NULL
"442","libertyfederation.com","hate",NULL,NULL,NULL
"443","libertymovementradio.com","conspiracy",NULL,NULL,NULL
"444","libertynews.com","unreliable","bias",NULL,NULL
"445","libertytalk.fm","conspiracy",NULL,NULL,NULL
"446","libertyunyielding.com","bias",NULL,NULL,NULL
"447","libertyvideos.org","conspiracy",NULL,NULL,NULL
"448","libertywritersnews.com","clickbait","bias","unreliable",NULL
